6043,"51.474579","-0.171834",5
6043,"51.479015","-0.172361",11
6043,"51.478935","-0.172237",17
6043,"51.478935","-0.172237",33
6043,"51.478897","-0.172087",39
6043,"51.478897","-0.172087",49
6043,"51.478897","-0.172087",69
6043,"51.478848","-0.172105",79
6043,"51.47887","-0.172202",80
6043,"51.478901","-0.172274",81
6043,"51.478935","-0.172347",82
6043,"51.47897","-0.172416",83
6043,"51.478992","-0.172465",84
6043,"51.479012","-0.172525",85
6043,"51.479027","-0.172576",86
6043,"51.479046","-0.172615",87
6043,"51.479061","-0.172702",90
6043,"51.47908","-0.172773",93
6043,"51.479092","-0.172809",95
6043,"51.479095","-0.172822",96
6043,"51.479122","-0.172826",98
6043,"51.479111","-0.172824",98
6043,"51.479134","-0.17283",99
6043,"51.479122","-0.172841",100
6043,"51.479111","-0.172852",101
6043,"51.479095","-0.172852",102
6043,"51.47908","-0.17283",103
6043,"51.479065","-0.172801",104
6043,"51.47905","-0.172767",105
6043,"51.479038","-0.172721",106
6043,"51.479023","-0.172681",107
6043,"51.479008","-0.172643",108
6043,"51.478985","-0.172623",109
6043,"51.478966","-0.172624",110
6043,"51.478943","-0.172637",111
6043,"51.478916","-0.172648",112
6043,"51.478889","-0.172665",113
6043,"51.478863","-0.172681",114
6043,"51.478836","-0.172694",115
6043,"51.478806","-0.172707",116
6043,"51.478779","-0.172732",118
6043,"51.478752","-0.17276",118
6043,"51.478718","-0.172781",119
6043,"51.478687","-0.172808",120
6043,"51.478649","-0.172828",121
6043,"51.478615","-0.172826",122
6043,"51.478577","-0.172825",123
6043,"51.478542","-0.172805",124
6043,"51.478508","-0.172785",125
6043,"51.478489","-0.172736",126
6043,"51.478481","-0.172681",127
6043,"51.478477","-0.172626",128
6043,"51.478489","-0.172571",129
6043,"51.478512","-0.172523",130
6043,"51.478535","-0.172473",131
6043,"51.478561","-0.172416",132
6043,"51.478584","-0.172351",133
6043,"51.478607","-0.172293",134
6043,"51.47863","-0.172235",135
6043,"51.478653","-0.172177",136
6043,"51.478683","-0.172127",138
6043,"51.478714","-0.172077",138
6043,"51.478741","-0.172027",139
6043,"51.478767","-0.171979",140
6043,"51.478775","-0.171919",141
6043,"51.478756","-0.171867",142
6043,"51.478733","-0.17182",143
6043,"51.478706","-0.171783",144
6043,"51.478676","-0.171748",145
6043,"51.478649","-0.171715",146
6043,"51.478626","-0.171684",147
6043,"51.478619","-0.171663",148
6043,"51.478611","-0.171641",149
6043,"51.478611","-0.17162",150
6043,"51.478607","-0.171599",151
6043,"51.478611","-0.171578",152
6043,"51.478619","-0.171557",153
6043,"51.478626","-0.171537",154
6043,"51.47863","-0.171523",155
6043,"51.478634","-0.171511",156
6043,"51.478645","-0.171455",161
6043,"51.478657","-0.171419",162
6043,"51.478668","-0.171382",163
6043,"51.478676","-0.171345",164
6043,"51.478691","-0.171317",165
6043,"51.47871","-0.171284",166
6043,"51.478725","-0.171243",167
6043,"51.478737","-0.1712",168
6043,"51.478752","-0.171163",169
6043,"51.478767","-0.171125",170
6043,"51.478786","-0.171086",171
6043,"51.478798","-0.171045",172
6043,"51.478813","-0.171004",173
6043,"51.478828","-0.170961",174
6043,"51.478844","-0.170919",175
6043,"51.478863","-0.170881",176
6043,"51.478882","-0.170843",178
6043,"51.478893","-0.170803",178
6043,"51.47887","-0.170762",179
6043,"51.478848","-0.170729",180
6043,"51.478828","-0.170694",181
6043,"51.478851","-0.170666",182
6043,"51.478882","-0.170654",183
6043,"51.47892","-0.170661",184
6043,"51.47897","-0.170707",185
6043,"51.479027","-0.170755",186
6043,"51.47908","-0.170803",187
6043,"51.479134","-0.170849",188
6043,"51.479191","-0.170898",189
6043,"51.479248","-0.170948",190
6043,"51.479305","-0.171001",191
6043,"51.479362","-0.171053",192
6043,"51.47942","-0.1711",193
6043,"51.479469","-0.171142",194
6043,"51.479523","-0.171184",195
6043,"51.479568","-0.171222",196
6043,"51.479664","-0.171298",199
6043,"51.479614","-0.171259",199
6043,"51.47971","-0.171338",199
6043,"51.479755","-0.17137",200
6043,"51.47979","-0.171398",201
6043,"51.479832","-0.171428",202
6043,"51.47987","-0.171457",203
6043,"51.479912","-0.171484",204
6043,"51.479958","-0.171509",205
6043,"51.480003","-0.171538",206
6043,"51.480053","-0.171572",207
6043,"51.480103","-0.171607",208
6043,"51.480156","-0.171649",209
6043,"51.480206","-0.171691",210
6043,"51.480259","-0.171735",211
6043,"51.480312","-0.171781",212
6043,"51.480366","-0.171829",213
6043,"51.480427","-0.171881",214
6043,"51.480488","-0.171937",215
6043,"51.480549","-0.171994",216
6043,"51.480667","-0.172113",218
6043,"51.480606","-0.172054",218
6043,"51.480728","-0.172171",219
6043,"51.480782","-0.172225",220
6043,"51.480831","-0.172275",221
6043,"51.480881","-0.172327",222
6043,"51.480927","-0.172378",223
6043,"51.480972","-0.172439",224
6043,"51.481018","-0.17249",225
6043,"51.481064","-0.172539",226
6043,"51.481106","-0.172585",227
6043,"51.481148","-0.172626",228
6043,"51.481186","-0.172665",229
6043,"51.481224","-0.172698",230
6043,"51.481262","-0.17273",231
6043,"51.4813","-0.172763",232
6043,"51.481339","-0.172799",233
6043,"51.481377","-0.172835",234
6043,"51.481419","-0.172873",235
6043,"51.481461","-0.172909",236
6043,"51.481503","-0.172942",238
6043,"51.481552","-0.172973",238
6043,"51.481598","-0.173004",239
6043,"51.48164","-0.173036",240
6043,"51.481667","-0.173057",241
6043,"51.481686","-0.173072",242
6043,"51.481697","-0.173081",243
6043,"51.481747","-0.173111",247
6043,"51.481777","-0.173136",248
6043,"51.481812","-0.173163",249
6043,"51.481853","-0.173199",250
6043,"51.481895","-0.173236",251
6043,"51.481937","-0.173272",252
6043,"51.481979","-0.173305",253
6043,"51.482029","-0.173312",254
6043,"51.482079","-0.173297",255
6043,"51.482121","-0.173263",256
6043,"51.482166","-0.17322",259
6043,"51.482197","-0.173144",259
6043,"51.482227","-0.173063",259
6043,"51.482258","-0.172976",260
6043,"51.482296","-0.172877",261
6043,"51.48233","-0.172742",262
6043,"51.482368","-0.172607",263
6043,"51.482399","-0.172472",264
6043,"51.48243","-0.172339",265
6043,"51.48246","-0.17221",266
6043,"51.482483","-0.172092",267
6043,"51.48251","-0.171975",268
6043,"51.482533","-0.171859",269
6043,"51.482552","-0.171745",270
6043,"51.482574","-0.171633",271
6043,"51.482597","-0.171521",272
6043,"51.482624","-0.171411",273
6043,"51.482647","-0.171302",274
6043,"51.482674","-0.171195",275
6043,"51.4827","-0.171087",276
6043,"51.482727","-0.170977",278
6043,"51.48275","-0.170859",278
6043,"51.482773","-0.170742",279
6043,"51.482796","-0.170626",280
6043,"51.482819","-0.170513",281
6043,"51.482841","-0.170401",282
6043,"51.482864","-0.170292",283
6043,"51.482891","-0.170184",284
6043,"51.482918","-0.170078",285
6043,"51.482941","-0.169974",286
6043,"51.482964","-0.169872",287
6043,"51.482994","-0.169775",288
6043,"51.483021","-0.169678",289
6043,"51.483047","-0.169588",290
6043,"51.48307","-0.169501",291
6043,"51.483097","-0.169414",292
6043,"51.48312","-0.169335",293
6043,"51.483139","-0.169255",294
6043,"51.483162","-0.169177",295
6043,"51.483185","-0.169098",296
6043,"51.483208","-0.169023",298
6043,"51.483231","-0.16895",298
6043,"51.483257","-0.168875",299
6043,"51.48328","-0.168798",300
6043,"51.483307","-0.16872",301
6043,"51.483334","-0.168641",302
6043,"51.48336","-0.168565",303
6043,"51.483391","-0.168489",304
6043,"51.483406","-0.168437",305
6043,"51.483418","-0.168384",306
6043,"51.483433","-0.16833",307
6043,"51.483448","-0.168278",308
6043,"51.483467","-0.168226",309
6043,"51.483528","-0.168084",313
6043,"51.483555","-0.167905",316
6043,"51.483578","-0.167775",318
6043,"51.483597","-0.167704",319
6043,"51.483616","-0.167623",320
6043,"51.483635","-0.167541",321
6043,"51.483646","-0.167455",322
6043,"51.483654","-0.167369",323
6043,"51.483658","-0.16724",324
6043,"51.483631","-0.167111",325
6043,"51.483608","-0.166991",326
6043,"51.483589","-0.166878",327
6043,"51.483566","-0.16676",328
6043,"51.483551","-0.166639",329
6043,"51.483543","-0.166519",330
6043,"51.48354","-0.166399",331
6043,"51.483547","-0.166281",332
6043,"51.483555","-0.166167",333
6043,"51.483566","-0.166054",334
6043,"51.483582","-0.165944",335
6043,"51.483597","-0.165836",336
6043,"51.483612","-0.16573",338
6043,"51.483635","-0.16563",338
6043,"51.483654","-0.165531",339
6043,"51.483673","-0.165434",340
6043,"51.483692","-0.165337",341
6043,"51.483711","-0.165241",342
6043,"51.483727","-0.165147",343
6043,"51.483746","-0.165054",344
6043,"51.483761","-0.164959",345
6043,"51.483772","-0.164866",346
6043,"51.483791","-0.164777",347
6043,"51.483807","-0.164688",348
6043,"51.483826","-0.164599",349
6043,"51.483841","-0.164508",350
6043,"51.483852","-0.164413",351
6043,"51.483868","-0.164315",352
6043,"51.483883","-0.164219",353
6043,"51.483894","-0.164122",354
6043,"51.483906","-0.164025",355
6043,"51.483921","-0.16393",356
6043,"51.483936","-0.163836",359
6043,"51.483948","-0.163743",359
6043,"51.483963","-0.16365",359
6043,"51.483978","-0.163558",360
6043,"51.483994","-0.163466",361
6043,"51.484013","-0.16337",362
